genome_id,genome_name,mlst,serovar,isolation_country,collection_year,host_name,collection_period,country_period,baps_cluster,source_strain
g1307.8147,Streptococcus suis SS976,MLST.ssuis.1,2,United Kingdom,2010,Pig,early,United Kingdom early,BAPS4,SS976
g1307.8148,Streptococcus suis SS975,MLST.ssuis.913,,United Kingdom,2010,Pig,early,United Kingdom early,BAPS9,SS975
g1307.8149,Streptococcus suis SS969,MLST.ssuis.1,2,United Kingdom,2010,Pig,early,United Kingdom early,BAPS4,SS969
g1307.8150,Streptococcus suis SS970,MLST.ssuis.1,2,United Kingdom,2010,Pig,early,United Kingdom early,BAPS4,SS970
g1307.8151,Streptococcus suis SS1073,MLST.ssuis.1,1/2,United Kingdom,2010,Pig,early,United Kingdom early,BAPS4,SS1073
g1307.8152,Streptococcus suis SS967,MLST.ssuis.23,4,United Kingdom,2010,Pig,early,United Kingdom early,BAPS5,SS967
g1307.8153,Streptococcus suis SS1072,MLST.ssuis.909,2,United Kingdom,2010,Pig,early,United Kingdom early,BAPS4,SS1072
g1307.8154,Streptococcus suis SS1070,MLST.ssuis.1,2,United Kingdom,2010,Pig,early,United Kingdom early,BAPS4,SS1070
g1307.8155,Streptococcus suis SS1067,MLST.ssuis.871,16,United Kingdom,2010,Pig,early,United Kingdom early,BAPS13,SS1067
g1307.8156,Streptococcus suis SS1066,MLST.ssuis.1,2,United Kingdom,2010,Pig,early,United Kingdom early,BAPS4,SS1066
g1307.8157,Streptococcus suis SS1063,MLST.ssuis.1,2,United Kingdom,2010,Pig,early,United Kingdom early,BAPS4,SS1063
g1307.8158,Streptococcus suis SS1061,MLST.ssuis.87,8,United Kingdom,2010,Pig,early,United Kingdom early,BAPS5,SS1061
g1307.8159,Streptococcus suis SS1064,MLST.ssuis.25,2,United Kingdom,2010,Pig,early,United Kingdom early,BAPS27,SS1064
g1307.8160,Streptococcus suis SS1065,MLST.ssuis.1,2,United Kingdom,2010,Pig,early,United Kingdom early,BAPS4,SS1065
g1307.8161,Streptococcus suis SS1062,MLST.ssuis.912,15,United Kingdom,2010,Pig,early,United Kingdom early,BAPS11,SS1062
g1307.8162,Streptococcus suis FX211,MLST.ssuis.1,2,Vietnam,2007,Pig,early,Vietnam early,BAPS4,FX211
g1307.8163,Streptococcus suis FX428_1,MLST.ssuis.1,2,Vietnam,2007,Pig,early,Vietnam early,BAPS4,FX428_1
g1307.8164,Streptococcus suis FX328_4,MLST.ssuis.1,2,Vietnam,2007,Pig,early,Vietnam early,BAPS4,FX328_4
g1307.8165,Streptococcus suis FX275,MLST.ssuis.1,2,Vietnam,2007,Pig,early,Vietnam early,BAPS4,FX275
g1307.8166,Streptococcus suis FX230,MLST.ssuis.1,2,Vietnam,2007,Pig,early,Vietnam early,BAPS4,FX230
g1307.8167,Streptococcus suis FX415_6,MLST.ssuis.1,2,Vietnam,2007,Pig,early,Vietnam early,BAPS4,FX415_6
g1307.8168,Streptococcus suis FX419,MLST.ssuis.1,2,Vietnam,2007,Pig,early,Vietnam early,BAPS4,FX419
g1307.8169,Streptococcus suis FX543_1,MLST.ssuis.1,2,Vietnam,2007,Pig,early,Vietnam early,BAPS4,FX543_1
g1307.8170,Streptococcus suis FX14,MLST.ssuis.1,2,Vietnam,2006,Pig,early,Vietnam early,BAPS4,FX14
g1307.8171,Streptococcus suis FX507_1,MLST.ssuis.1,2,Vietnam,2007,Pig,early,Vietnam early,BAPS4,FX507_1
g1307.8172,Streptococcus suis FX50_2,MLST.ssuis.1,2,Vietnam,2006,Pig,early,Vietnam early,BAPS4,FX50_2
g1307.8173,Streptococcus suis FX109,MLST.ssuis.1,2,Vietnam,2006,Pig,early,Vietnam early,BAPS4,FX109
g1307.8174,Streptococcus suis FX28_2,MLST.ssuis.1,2,Vietnam,2006,Pig,early,Vietnam early,BAPS4,FX28_2
g1307.8175,Streptococcus suis FX478,MLST.ssuis.1,2,Vietnam,2007,Pig,early,Vietnam early,BAPS4,FX478
g1307.8176,Streptococcus suis FX74,MLST.ssuis.1,2,Vietnam,2006,Pig,early,Vietnam early,BAPS4,FX74
g1307.8177,Streptococcus suis FX540_1,MLST.ssuis.1,2,Vietnam,2007,Pig,early,Vietnam early,BAPS4,FX540_1
g1307.8178,Streptococcus suis FX77_1,MLST.ssuis.1,2,Vietnam,2006,Pig,early,Vietnam early,BAPS4,FX77_1
g1307.8179,Streptococcus suis FX90_2,MLST.ssuis.1,2,Vietnam,2006,Pig,early,Vietnam early,BAPS4,FX90_2
