genome_id,serovar,pds_cluster,collection_year,period,country,isolation_source
PDT000565587.1,Anatum,PDS000028226.224,2018,from_2016,USA,ground turkey
PDT000565588.1,Reading,PDS000001887.891,2018,from_2016,USA,ground turkey
PDT000565590.1,Kentucky,PDS000029448.447,2018,from_2016,USA,Chicken Thighs
PDT000565591.1,Schwarzengrund,PDS000002218.1068,2018,from_2016,USA,Chicken Breasts
PDT000565592.1,Infantis,PDS000265741.69,2018,from_2016,USA,Chicken Breasts
PDT000565594.1,Reading,PDS000001887.891,2018,from_2016,USA,ground turkey
PDT000565595.1,Reading,PDS000001887.891,2018,from_2016,USA,ground turkey
PDT000565596.1,Hadar,PDS000158107.507,2018,from_2016,USA,ground turkey
PDT000565597.1,Reading,PDS000001887.891,2018,from_2016,USA,ground turkey
PDT000565598.1,Reading,PDS000001887.891,2018,from_2016,USA,ground turkey
PDT000565599.1,Reading,PDS000001887.891,2018,from_2016,USA,ground turkey
PDT000565600.1,Typhimurium,PDS000272319.1,2018,from_2016,USA,Chicken Wings
PDT000565602.1,Infantis,PDS000265741.69,2018,from_2016,USA,Chicken Legs
PDT000565603.1,Infantis,PDS000265741.69,2018,from_2016,USA,Chicken Legs
PDT000565604.1,Reading,PDS000001887.891,2018,from_2016,USA,ground turkey
PDT000565606.1,Enteritidis,PDS000030237.1756,2018,from_2016,USA,Chicken Wings
PDT000565607.1,Kentucky,PDS000029437.273,2018,from_2016,USA,Chicken Wings
PDT000565609.1,Senftenberg,PDS000266616.2,2018,from_2016,USA,ground turkey
PDT000565610.1,Infantis,PDS000265741.69,2018,from_2016,USA,ground turkey
PDT000565611.1,Kentucky,PDS000029414.302,2018,from_2016,USA,Chicken Legs
PDT000565612.1,Kentucky,PDS000029414.302,2018,from_2016,USA,Chicken Thighs
PDT000565614.1,Uganda,PDS000001852.1112,2018,from_2016,USA,ground turkey
PDT000565615.1,Reading,PDS000001887.891,2018,from_2016,USA,ground turkey
PDT000565616.1,Kentucky,PDS000032570.20,2018,from_2016,USA,Chicken - Mixed Parts
PDT000565617.1,Infantis,PDS000265741.69,2018,from_2016,USA,Ground Turkey (Breasts)
PDT000565618.1,Reading,PDS000001887.891,2018,from_2016,USA,ground turkey
PDT000565619.1,Kentucky,PDS000032518.77,2018,from_2016,USA,Chicken Breasts
PDT000565620.1,Enteritidis,PDS000065758.2034,2018,from_2016,USA,Chicken Legs
PDT000565621.1,Reading,PDS000001887.891,2018,from_2016,USA,ground turkey
PDT000565622.1,Enteritidis,PDS000065758.2034,2018,from_2016,USA,Chicken Legs
PDT000565623.1,Enteritidis,PDS000065758.2034,2018,from_2016,USA,Chicken Legs
PDT000565624.1,Braenderup,PDS000032735.1192,2018,from_2016,USA,Chicken-Whole Cut in Lab
PDT000565625.1,Enteritidis,PDS000065758.2034,2018,from_2016,USA,Chicken Breasts
PDT000565626.1,Reading,PDS000001887.891,2018,from_2016,USA,ground turkey
PDT000565627.1,Muenchen,PDS000198470.177,2018,from_2016,USA,ground turkey
PDT000565628.1,Enteritidis,PDS000030237.1756,2018,from_2016,USA,Chicken Breasts
PDT000565630.1,Reading,PDS000001887.891,2018,from_2016,USA,ground turkey
PDT000565631.1,Reading,PDS000001887.891,2018,from_2016,USA,ground turkey
PDT000565632.1,Uganda,PDS000001852.1112,2018,from_2016,USA,ground turkey
PDT000565633.1,Enteritidis,PDS000032668.1889,2018,from_2016,USA,Chicken Thighs
PDT000565634.1,Schwarzengrund,PDS000027514.524,2018,from_2016,USA,ground turkey
PDT000565635.1,Kentucky,PDS000272606.2,2018,from_2016,USA,Chicken Wings
PDT000565636.1,Kentucky,PDS000260145.21,2018,from_2016,USA,Chicken Thighs
PDT000565638.1,Kentucky,PDS000260145.21,2018,from_2016,USA,Chicken Wings
PDT000565639.1,Schwarzengrund,PDS000027503.484,2018,from_2016,USA,ground turkey
PDT000565641.1,Enteritidis,PDS000083226.1311,2018,from_2016,USA,Chicken - Mixed Parts
PDT000565642.1,Enteritidis,PDS000032669.447,2018,from_2016,USA,Chicken Thighs
PDT000565644.1,Schwarzengrund,PDS000027514.524,2018,from_2016,USA,Turkey Patties
PDT000565645.1,Berta,PDS000026549.1050,2018,from_2016,USA,Turkey Patties
PDT000565646.1,Agona,PDS000214890.285,2018,from_2016,USA,ground turkey
PDT000565647.1,Reading,PDS000001887.891,2018,from_2016,USA,ground turkey
PDT000565648.1,Reading,PDS000001887.891,2018,from_2016,USA,ground turkey
PDT000565649.1,Infantis,PDS000265741.69,2018,from_2016,USA,Boneless/skinless chicken Breasts
PDT000565651.1,Infantis,PDS000265741.69,2018,from_2016,USA,Chicken Wings
PDT000565652.1,Muenchen,PDS000198470.177,2018,from_2016,USA,ground turkey
PDT000565653.1,Kentucky,PDS000029525.26,2018,from_2016,USA,Chicken Wings
PDT000565654.1,Reading,PDS000001887.891,2018,from_2016,USA,ground turkey
PDT000565655.1,Typhimurium,PDS000081815.149,2018,from_2016,USA,ground turkey
PDT000565656.1,Typhimurium,PDS000272319.1,2018,from_2016,USA,Chicken Breasts
PDT000565657.1,Infantis,PDS000265741.69,2018,from_2016,USA,Chicken Wings
PDT000565658.1,Reading,PDS000001887.891,2018,from_2016,USA,ground turkey
PDT000565659.1,Kentucky,PDS000007281.424,2018,from_2016,USA,Chicken - Mixed Parts
PDT000565660.1,Heidelberg,PDS000211943.33,2018,from_2016,USA,ground turkey
PDT000565661.1,Typhimurium,PDS000081815.149,2018,from_2016,USA,ground turkey
PDT000565663.1,Enteritidis,PDS000065758.2034,2018,from_2016,USA,Chicken Wings
PDT000565664.1,Kentucky,PDS000032523.87,2018,from_2016,USA,Chicken Wings
PDT000565665.1,Heidelberg,PDS000211943.33,2018,from_2016,USA,Chicken Breasts
PDT000565666.1,Reading,PDS000001887.891,2018,from_2016,USA,ground turkey
PDT000565668.1,Alachua,PDS000031697.16,2018,from_2016,USA,ground turkey
PDT000565670.1,Kentucky,PDS000029414.302,2018,from_2016,USA,Chicken Breasts
PDT000565671.1,Typhimurium,PDS000201938.160,2018,from_2016,USA,Chicken Legs
PDT000565672.1,Reading,PDS000001887.891,2018,from_2016,USA,ground turkey
PDT000565675.1,Enteritidis,PDS000030237.1756,2018,from_2016,USA,Chicken Legs
PDT000565676.1,Newport,PDS000127718.651,2018,from_2016,USA,Chicken Legs
PDT000565677.1,Reading,PDS000001887.891,2018,from_2016,USA,ground turkey
PDT000565678.1,Indiana,PDS000030659.486,2018,from_2016,USA,ground turkey
PDT000565679.1,Indiana,PDS000030659.486,2018,from_2016,USA,Ground Turkey (Breasts)
PDT000565680.1,Reading,PDS000001887.891,2018,from_2016,USA,ground turkey
PDT000565682.1,Kentucky,PDS000030463.41,2018,from_2016,USA,Chicken Breasts
PDT000565684.1,Kentucky,PDS000272606.2,2018,from_2016,USA,Chicken Wings
PDT000565687.1,Kentucky,PDS000217831.57,2018,from_2016,USA,Chicken Breasts
PDT000565689.1,Reading,PDS000001887.891,2018,from_2016,USA,Ground Turkey (Patties)
PDT000565690.1,Kentucky,PDS000260145.21,2018,from_2016,USA,Chicken Breasts
PDT000565691.1,Reading,PDS000001887.891,2018,from_2016,USA,ground turkey
PDT000565692.1,Reading,PDS000001887.891,2018,from_2016,USA,ground turkey
PDT000565693.1,Reading,PDS000001887.891,2018,from_2016,USA,ground turkey
PDT000565694.1,Montevideo,PDS000030905.12,2018,from_2016,USA,Chicken Legs
PDT000565696.1,Kentucky,PDS000217831.57,2018,from_2016,USA,Chicken Legs
PDT000565697.1,Kentucky,PDS000217831.57,2018,from_2016,USA,Chicken Legs
PDT000565698.1,Reading,PDS000001887.891,2018,from_2016,USA,ground turkey
PDT000565699.1,Kentucky,PDS000272606.2,2018,from_2016,USA,Chicken Thighs
PDT000565700.1,Kentucky,PDS000007281.424,2018,from_2016,USA,Chicken Wings
PDT000565701.1,Infantis,PDS000265741.69,2018,from_2016,USA,Chicken Breasts
PDT000565702.1,Kentucky,PDS000272606.2,2018,from_2016,USA,Chicken Thighs
PDT000565703.1,Enteritidis,PDS000083226.1311,2018,from_2016,USA,Chicken Thighs
PDT000565704.1,Kentucky,PDS000268663.3,2018,from_2016,USA,Chicken Thighs
PDT000565707.1,Reading,PDS000001887.891,2018,from_2016,USA,ground turkey
PDT000565708.1,Indiana,PDS000030659.486,2018,from_2016,USA,ground turkey
PDT000565709.1,Typhimurium,PDS000016296.58,2018,from_2016,USA,Chicken Thighs
PDT000565710.1,Heidelberg,PDS000211943.33,2018,from_2016,USA,Chicken Legs
PDT000565712.1,Indiana,PDS000030659.486,2018,from_2016,USA,ground turkey
PDT000565714.1,Infantis,PDS000265741.69,2018,from_2016,USA,Chicken Whole - cut in lab
PDT000565715.1,Kentucky,PDS000029414.302,2018,from_2016,USA,Chicken Wings
PDT000565716.1,Hadar,PDS000158107.507,2018,from_2016,USA,ground turkey
PDT000565717.1,Typhimurium,PDS000272319.1,2018,from_2016,USA,Chicken Wings
PDT000565718.1,Hadar,PDS000158107.507,2018,from_2016,USA,Ground Turkey (Breasts)
PDT000565719.1,Reading,PDS000001887.891,2018,from_2016,USA,ground turkey
PDT000565720.1,Reading,PDS000001887.891,2018,from_2016,USA,ground turkey
PDT000565721.1,Reading,PDS000001887.891,2018,from_2016,USA,ground turkey
PDT000565722.1,Anatum,PDS000028270.26,2018,from_2016,USA,ground turkey
PDT000565723.1,Enteritidis,PDS000065758.2034,2018,from_2016,USA,Chicken Wings
PDT000565724.1,Kentucky,PDS000268663.3,2018,from_2016,USA,Chicken Whole - cut in lab
PDT000565725.1,Kentucky,PDS000268663.3,2018,from_2016,USA,Chicken Legs
PDT000565726.1,Anatum,PDS000028270.26,2018,from_2016,USA,ground turkey
PDT000565727.1,Enteritidis,PDS000083226.1311,2018,from_2016,USA,Chicken Thighs
PDT000565729.1,Typhimurium,PDS000026718.22,2018,from_2016,USA,Chicken Breasts
PDT000565731.1,Reading,PDS000001887.891,2018,from_2016,USA,ground turkey
PDT000565732.1,Reading,PDS000001887.891,2018,from_2016,USA,ground turkey
PDT000565733.1,Infantis,PDS000265741.69,2018,from_2016,USA,ground turkey
PDT000565734.1,Infantis,PDS000265741.69,2018,from_2016,USA,ground turkey
PDT000565735.1,Infantis,PDS000265741.69,2018,from_2016,USA,ground turkey
PDT000565736.1,Kentucky,PDS000029414.302,2018,from_2016,USA,Chicken Thighs
PDT000565737.1,Infantis,PDS000265741.69,2018,from_2016,USA,Chicken Wings
PDT000565740.1,Reading,PDS000001887.891,2018,from_2016,USA,ground turkey
PDT000565741.1,Infantis,PDS000265741.69,2018,from_2016,USA,ground turkey
PDT000565742.1,Reading,PDS000001887.891,2018,from_2016,USA,ground turkey
PDT000565745.1,"48:z4,z24:-",PDS000049036.3,2018,from_2016,USA,Chicken Breasts
PDT000565746.1,Infantis,PDS000265741.69,2018,from_2016,USA,ground turkey
PDT000565747.1,Kentucky,PDS000007281.424,2019,from_2016,USA,Chicken Legs
PDT000565748.1,Kentucky,PDS000029448.447,2019,from_2016,USA,Chicken Wings
PDT000565749.1,Agona,PDS000028937.135,2019,from_2016,USA,ground turkey
PDT000565750.1,Agona,PDS000028937.135,2019,from_2016,USA,ground turkey
PDT000565751.1,"[1],13,23:g,z51:-",PDS000014912.35,2019,from_2016,USA,Chicken Thighs
PDT000565752.1,Reading,PDS000001887.891,2019,from_2016,USA,ground turkey
PDT000565753.1,Reading,PDS000001887.891,2019,from_2016,USA,ground turkey
PDT000565754.1,"[1],13,23:g,z51:-",PDS000014912.35,2019,from_2016,USA,Chicken Legs
PDT000565755.1,Enteritidis,PDS000030237.1756,2019,from_2016,USA,Chicken Thighs
PDT000565756.1,Infantis,PDS000265741.69,2019,from_2016,USA,Chicken Whole - cut in lab
PDT000565757.1,Enteritidis,PDS000030237.1756,2019,from_2016,USA,Chicken Breasts
PDT000565758.1,Enteritidis,PDS000083226.1311,2019,from_2016,USA,Chicken Thighs
PDT000565759.1,Hadar,PDS000158107.507,2019,from_2016,USA,ground turkey
PDT000565760.1,Kentucky,PDS000217831.57,2019,from_2016,USA,Chicken Breasts
PDT000565761.1,Infantis,PDS000265741.69,2019,from_2016,USA,Chicken Legs
PDT000565762.1,Kentucky,PDS000260145.21,2019,from_2016,USA,Chicken Wings
PDT000565763.1,Infantis,PDS000265741.69,2019,from_2016,USA,Chicken Legs
PDT000565764.1,Infantis,PDS000265741.69,2019,from_2016,USA,Chicken Wings
PDT000565765.1,Heidelberg,PDS000211943.33,2019,from_2016,USA,Chicken Wings
PDT000565766.1,Kentucky,PDS000046285.23,2019,from_2016,USA,Chicken Wings
PDT000565767.1,Enteritidis,PDS000083226.1311,2019,from_2016,USA,Chicken Breasts
PDT000565768.1,Uganda,PDS000001852.1112,2019,from_2016,USA,Chicken Whole - cut in lab
PDT000565769.1,"[1],13,23:g,z51:-",PDS000014912.35,2019,from_2016,USA,Chicken Breasts
PDT000565770.1,Kentucky,PDS000029448.447,2019,from_2016,USA,Chicken Legs
PDT000565773.1,"[1],13,23:g,z51:-",PDS000014912.35,2019,from_2016,USA,Chicken Legs
PDT000565775.1,Typhimurium,PDS000272319.1,2019,from_2016,USA,Chicken Breasts
PDT000565777.1,London,PDS000030441.35,2019,from_2016,USA,ground turkey
PDT000565779.1,Reading,PDS000001887.891,2019,from_2016,USA,ground turkey
PDT000565781.3,Reading,PDS000001887.891,2019,from_2016,USA,ground turkey
PDT000565783.3,Reading,PDS000001887.891,2019,from_2016,USA,ground turkey
PDT000565785.3,Kentucky,PDS000014063.68,2019,from_2016,USA,Chicken Thighs
PDT000565787.1,Typhimurium,PDS000272319.1,2019,from_2016,USA,Chicken Thighs
PDT000565788.1,Infantis,PDS000265741.69,2019,from_2016,USA,Chicken Legs
PDT000565789.1,Kentucky,PDS000032520.50,2019,from_2016,USA,Chicken Breasts
PDT000565790.1,Kentucky,PDS000029448.447,2019,from_2016,USA,Chicken Breasts
PDT000565791.1,Kentucky,PDS000272606.2,2019,from_2016,USA,Chicken Breasts
PDT000565792.1,Kentucky,PDS000029437.273,2019,from_2016,USA,Chicken Wings
PDT000565793.1,Kentucky,PDS000272606.2,2019,from_2016,USA,Chicken Whole - cut in lab
PDT000565794.1,Kentucky,PDS000272606.2,2019,from_2016,USA,Chicken Breasts
PDT000565795.1,Infantis,PDS000265741.69,2019,from_2016,USA,Chicken Whole - cut in lab
PDT000565796.1,Kentucky,PDS000272606.2,2019,from_2016,USA,Chicken Whole - cut in lab
PDT000565798.1,Infantis,PDS000265741.69,2019,from_2016,USA,Chicken Wings
PDT000565799.1,Infantis,PDS000265741.69,2019,from_2016,USA,Chicken Wings
PDT000565800.1,Infantis,PDS000265741.69,2019,from_2016,USA,Chicken Wings
PDT000565801.1,Infantis,PDS000265741.69,2019,from_2016,USA,Chicken Wings
PDT000565802.1,Infantis,PDS000265741.69,2019,from_2016,USA,Chicken Wings
PDT000565803.1,Infantis,PDS000265741.69,2019,from_2016,USA,Chicken Thighs
PDT000565804.1,Infantis,PDS000265741.69,2019,from_2016,USA,Chicken Thighs
PDT000565805.1,Enteritidis,PDS000065758.2034,2019,from_2016,USA,Chicken Wings
PDT000565806.1,Kentucky,PDS000029414.302,2019,from_2016,USA,Chicken Wings
PDT000565807.1,Infantis,PDS000265741.69,2019,from_2016,USA,Chicken Legs
PDT000565808.1,Infantis,PDS000265741.69,2019,from_2016,USA,Chicken Breasts
PDT000565809.1,Typhimurium,PDS000272319.1,2019,from_2016,USA,Chicken Breasts
PDT000565810.1,Hadar,PDS000158107.507,2019,from_2016,USA,ground turkey
PDT000565811.1,Typhimurium,PDS000026718.22,2019,from_2016,USA,Chicken Breasts
PDT000565812.1,Kentucky,PDS000272606.2,2019,from_2016,USA,Chicken Wings
PDT000565813.1,Enteritidis,PDS000030237.1756,2019,from_2016,USA,Chicken Wings
PDT000565814.1,Kentucky,PDS000272606.2,2019,from_2016,USA,Chicken Breasts
PDT000565815.1,Enteritidis,PDS000030237.1756,2019,from_2016,USA,Chicken Thighs
PDT000565816.1,Reading,PDS000001887.891,2019,from_2016,USA,ground turkey
PDT000565817.1,Reading,PDS000001887.891,2019,from_2016,USA,ground turkey
PDT000565818.1,Kentucky,PDS000272606.2,2019,from_2016,USA,Chicken Legs
PDT000565819.1,Infantis,PDS000265741.69,2019,from_2016,USA,Chicken Wings
PDT000565820.1,Kentucky,PDS000268663.3,2019,from_2016,USA,Chicken Breasts
PDT000565821.1,Typhimurium,PDS000201938.160,2019,from_2016,USA,Chicken Thighs
PDT000565822.1,Infantis,PDS000265741.69,2019,from_2016,USA,Chicken Breasts
PDT000565823.1,Kentucky,PDS000029448.447,2019,from_2016,USA,Chicken Breasts
PDT000565824.1,Agona,PDS000214890.285,2019,from_2016,USA,ground turkey
PDT000565825.1,Kentucky,PDS000062361.8,2019,from_2016,USA,Chicken Wings
PDT000565826.1,Infantis,PDS000265741.69,2019,from_2016,USA,Chicken Wings
PDT000565827.1,Reading,PDS000001887.891,2019,from_2016,USA,ground turkey
PDT000565828.1,Kentucky,PDS000217831.57,2019,from_2016,USA,Chicken Legs
PDT000565831.1,Typhimurium,PDS000013874.535,2019,from_2016,USA,ground turkey
PDT000565832.1,Typhimurium,PDS000272319.1,2019,from_2016,USA,Chicken Wings
PDT000565833.1,Reading,PDS000001887.891,2019,from_2016,USA,ground turkey
PDT000565834.1,Schwarzengrund,PDS000002218.1068,2019,from_2016,USA,Chicken Breasts
PDT000565835.1,Typhimurium,PDS000272319.1,2019,from_2016,USA,Chicken Breasts
PDT000565836.1,Kentucky,PDS000217831.57,2019,from_2016,USA,Chicken Breasts
PDT000566672.1,Typhimurium,PDS000081815.149,2018,from_2016,USA,ground turkey
PDT000566674.1,Anatum,PDS000028226.224,2018,from_2016,USA,ground turkey
PDT000566675.1,Kentucky,PDS000272606.2,2018,from_2016,USA,Chicken Legs
PDT000566676.1,Infantis,PDS000265741.69,2018,from_2016,USA,Chicken Thighs
PDT000566677.1,Kentucky,PDS000071436.2,2018,from_2016,USA,Chicken Whole - cut in lab
PDT000566678.1,Reading,PDS000001887.891,2018,from_2016,USA,Ground Turkey (Patties)
PDT000566681.1,Kentucky,PDS000217831.57,2018,from_2016,USA,Chicken Wings
PDT000566682.1,Kentucky,PDS000217831.57,2018,from_2016,USA,Chicken Breasts
PDT000566683.1,Reading,PDS000001887.891,2019,from_2016,USA,ground turkey
PDT000566684.1,Kentucky,PDS000217831.57,2019,from_2016,USA,Chicken Wings
PDT000569950.1,Enteritidis,PDS000083226.1311,2019,from_2016,USA,Chicken thighs
PDT000569997.1,Infantis,PDS000265741.69,2019,from_2016,USA,chicken
PDT000570064.1,Infantis,PDS000265741.69,2019,from_2016,USA,chicken
PDT000570066.1,Schwarzengrund,PDS000027503.484,2019,from_2016,USA,turkey
PDT000570068.1,Infantis,PDS000265741.69,2019,from_2016,USA,chicken
PDT000570208.1,Kentucky,PDS000029448.447,2019,from_2016,USA,Chicken thighs
PDT000575134.3,Senftenberg,PDS000266978.2,2019,from_2016,USA,Chicken breasts
PDT000575263.1,Kentucky,PDS000272606.2,2019,from_2016,USA,chicken
PDT000575264.1,Reading,PDS000001887.891,2019,from_2016,USA,turkey
PDT000575269.1,Alachua,PDS000015476.299,2019,from_2016,USA,chicken
PDT000575270.1,Kentucky,PDS000272606.2,2019,from_2016,USA,chicken
PDT000575271.1,Muenchen,PDS000004170.806,2019,from_2016,USA,turkey
PDT000581166.1,Muenchen,PDS000038641.56,2019,from_2016,USA,ground turkey
PDT000581167.1,Infantis,PDS000265741.69,2019,from_2016,USA,Chicken Breasts
PDT000581168.1,Muenchen,PDS000038641.56,2019,from_2016,USA,ground turkey
PDT000581169.1,Kentucky,PDS000272606.2,2019,from_2016,USA,Chicken Wings
PDT000581170.1,Typhimurium,PDS000272319.1,2019,from_2016,USA,Chicken Thighs
PDT000583506.1,Montevideo,PDS000027237.426,2019,from_2016,USA,chicken
PDT000584437.1,Reading,PDS000001887.891,2019,from_2016,USA,turkey
PDT000584502.3,Reading,PDS000001887.891,2019,from_2016,USA,ground turkey
PDT000584854.1,Kentucky,PDS000272606.2,2019,from_2016,USA,chicken
PDT000586263.1,Infantis,PDS000265741.69,2019,from_2016,USA,chicken breast
PDT000586264.1,Enteritidis,PDS000065758.2034,2019,from_2016,USA,chicken breast
PDT000586266.1,Infantis,PDS000265741.69,2019,from_2016,USA,chicken breast
PDT000586267.1,Schwarzengrund,PDS000027503.484,2019,from_2016,USA,ground turkey
PDT000586269.1,Infantis,PDS000265741.69,2019,from_2016,USA,chicken breast
PDT000586270.1,Infantis,PDS000265741.69,2019,from_2016,USA,chicken breast
PDT000586272.3,"-:r:1,5",PDS000265741.69,2019,from_2016,USA,chicken breast
PDT000586472.1,Braenderup,PDS000029952.200,2019,from_2016,USA,Chicken Wings
PDT000586474.1,Kentucky,PDS000048473.6,2019,from_2016,USA,Chicken Wing
PDT000586475.1,Kentucky,PDS000028664.45,2019,from_2016,USA,Whole Chicken
PDT000586476.1,Kentucky,PDS000029448.447,2019,from_2016,USA,Chicken Wing
PDT000586477.1,Kentucky,PDS000272606.2,2019,from_2016,USA,Chicken Wing
PDT000586478.1,Typhimurium,PDS000027914.84,2019,from_2016,USA,chicken breast
PDT000586479.1,Reading,PDS000001887.891,2019,from_2016,USA,ground turkey
PDT000586480.1,Infantis,PDS000265741.69,2019,from_2016,USA,chicken breast
PDT000586481.1,Typhimurium,PDS000081815.149,2019,from_2016,USA,ground turkey
PDT000586486.1,Typhimurium,PDS000026617.787,2019,from_2016,USA,Chicken Wing
PDT000588639.1,Reading,PDS000001887.891,2019,from_2016,USA,ground turkey
PDT000588641.1,Reading,PDS000001887.891,2019,from_2016,USA,ground turkey
PDT000588649.1,Enteritidis,PDS000030237.1756,2019,from_2016,USA,chicken breast
PDT000588817.1,Infantis,PDS000265741.69,2019,from_2016,USA,chicken breast
PDT000588893.1,Infantis,PDS000265741.69,2019,from_2016,USA,chicken breast
PDT000591944.1,Schwarzengrund,PDS000002218.1068,2019,from_2016,USA,chicken breast
PDT000591947.1,Schwarzengrund,PDS000002218.1068,2019,from_2016,USA,chicken breast
PDT000592221.1,Kentucky,PDS000029448.447,2019,from_2016,USA,chicken
PDT000592224.1,Alachua,PDS000015476.299,2019,from_2016,USA,chicken
PDT000592225.1,Kentucky,PDS000272606.2,2019,from_2016,USA,chicken
PDT000592228.1,Kentucky,PDS000272606.2,2019,from_2016,USA,chicken
PDT000593833.1,Infantis,PDS000265741.69,2019,from_2016,USA,Chicken Breasts
PDT000593834.1,Kentucky,PDS000260145.21,2019,from_2016,USA,Chicken Mixed Parts
PDT000593835.1,Blockley,PDS000031536.394,2019,from_2016,USA,Chicken Legs
PDT000593836.1,Kentucky,PDS000217831.57,2019,from_2016,USA,Chicken Wings
PDT000593838.1,Hadar,PDS000158107.507,2019,from_2016,USA,ground turkey
PDT000593839.1,Reading,PDS000001887.891,2019,from_2016,USA,ground turkey
PDT000593840.1,Reading,PDS000001887.891,2019,from_2016,USA,ground turkey
PDT000593841.1,Schwarzengrund,PDS000027503.484,2019,from_2016,USA,ground turkey
PDT000593842.1,Kentucky,PDS000260145.21,2019,from_2016,USA,Chicken Thighs
PDT000593843.1,Infantis,PDS000265741.69,2019,from_2016,USA,Chicken Wings
PDT000593844.1,Reading,PDS000001887.891,2019,from_2016,USA,ground turkey
PDT000593846.1,Reading,PDS000001887.891,2019,from_2016,USA,ground turkey
PDT000593847.1,Thompson,PDS000032705.1749,2019,from_2016,USA,Chicken Legs
PDT000593849.1,Heidelberg,PDS000211943.33,2019,from_2016,USA,Chicken Wings
PDT000593852.1,Reading,PDS000001887.891,2019,from_2016,USA,ground turkey
PDT000593853.1,Reading,PDS000001887.891,2019,from_2016,USA,ground turkey
PDT000593855.1,Hadar,PDS000158107.507,2019,from_2016,USA,ground turkey
PDT000593857.1,Typhimurium,PDS000272319.1,2019,from_2016,USA,Chicken Wings
PDT000593858.1,Hadar,PDS000158107.507,2019,from_2016,USA,ground turkey
PDT000593860.1,Enteritidis,PDS000083226.1311,2019,from_2016,USA,Chicken Wings
PDT000593861.1,Kentucky,PDS000029448.447,2019,from_2016,USA,Chicken Wings
PDT000593863.1,Enteritidis,PDS000030237.1756,2019,from_2016,USA,Chicken Legs
PDT000593867.1,Enteritidis,PDS000083226.1311,2019,from_2016,USA,Chicken Thighs
PDT000593868.1,Schwarzengrund,PDS000002218.1068,2019,from_2016,USA,Chicken Wings
PDT000593870.1,Schwarzengrund,PDS000027503.484,2019,from_2016,USA,ground turkey
PDT000593871.1,Infantis,PDS000265741.69,2019,from_2016,USA,ground turkey
PDT000593872.1,Enteritidis,PDS000083226.1311,2019,from_2016,USA,Chicken Breasts
PDT000593873.1,Infantis,PDS000265741.69,2019,from_2016,USA,Chicken Breasts
PDT000593874.1,Kentucky,PDS000029448.447,2019,from_2016,USA,Chicken Thighs
PDT000593875.1,Infantis,PDS000265741.69,2019,from_2016,USA,Chicken Legs
PDT000593876.1,Typhimurium,PDS000272319.1,2019,from_2016,USA,Chicken Wings
PDT000593877.1,Typhimurium,PDS000026721.4,2019,from_2016,USA,Chicken Thighs
PDT000593878.1,Kentucky,PDS000217831.57,2019,from_2016,USA,Chicken Breasts
PDT000593880.1,Kentucky,PDS000217831.57,2019,from_2016,USA,Chicken Wings
PDT000593881.1,Orion,PDS000051238.1,2019,from_2016,USA,Chicken Wings
PDT000593882.1,Typhimurium,PDS000272319.1,2019,from_2016,USA,Chicken Thighs
PDT000593883.1,Reading,PDS000001887.891,2019,from_2016,USA,ground turkey
PDT000593884.1,Mbandaka,PDS000233288.49,2019,from_2016,USA,ground turkey
PDT000593885.1,Enteritidis,PDS000030237.1756,2019,from_2016,USA,Chicken Mixed Parts
PDT000593886.1,Kentucky,PDS000272606.2,2019,from_2016,USA,Chicken Wings
PDT000593887.1,Kentucky,PDS000030463.41,2019,from_2016,USA,Chicken Breasts
PDT000593888.1,Enteritidis,PDS000065758.2034,2019,from_2016,USA,Chicken Wings
PDT000593889.1,Infantis,PDS000265741.69,2019,from_2016,USA,Chicken Wings
PDT000593891.1,Enteritidis,PDS000030237.1756,2019,from_2016,USA,Chicken Thighs
PDT000593892.1,Kentucky,PDS000217831.57,2019,from_2016,USA,Chicken Breasts
PDT000593893.1,Reading,PDS000001887.891,2019,from_2016,USA,ground turkey
PDT000593894.1,Reading,PDS000001887.891,2019,from_2016,USA,ground turkey
PDT000593895.1,Kentucky,PDS000029448.447,2019,from_2016,USA,Chicken Wings
PDT000593896.1,Kentucky,PDS000029448.447,2019,from_2016,USA,Chicken Breasts
PDT000593897.1,Enteritidis,PDS000083226.1311,2019,from_2016,USA,Chicken Thighs
PDT000593900.1,Kentucky,PDS000029448.447,2019,from_2016,USA,Chicken Breasts
PDT000593901.1,Reading,PDS000001887.891,2019,from_2016,USA,ground turkey
PDT000593902.1,Reading,PDS000001887.891,2019,from_2016,USA,ground turkey
PDT000593903.1,Kentucky,PDS000032535.13,2019,from_2016,USA,Chicken Thighs
PDT000593904.1,Kentucky,PDS000217831.57,2019,from_2016,USA,Chicken Wings
PDT000593905.1,Kentucky,PDS000260145.21,2019,from_2016,USA,Chicken Thighs
PDT000593906.1,Enteritidis,PDS000030237.1756,2019,from_2016,USA,Chicken Breasts
PDT000593907.1,Infantis,PDS000265741.69,2019,from_2016,USA,Chicken Wings
PDT000593908.1,Infantis,PDS000265741.69,2019,from_2016,USA,Chicken Legs
PDT000593911.1,Typhimurium,PDS000081815.149,2019,from_2016,USA,Chicken Thighs
PDT000593912.1,Infantis,PDS000265741.69,2019,from_2016,USA,Chicken Breasts
PDT000593914.1,Infantis,PDS000265741.69,2019,from_2016,USA,Chicken Wings
